PolitiFact_Fake_1	0.0,-0.147042,-0.147042,0.0,-0.073521,-0.073521,0.0,-0.073521,-0.073521,0.2205643,0.0,-0.073521,0.0,0.1470429,0.0,0.0735214,-0.073521,0.1470429,0.0,0.0,0.0735214,0.0,0.0735214,0.0735214,0.0,0.0,0.0735214,-0.073521,-0.073521,-0.220564,0.0,0.0735214,0.2940858,0.0735214,0.0735214,0.0,0.0,-0.147042,-0.147042,0.0735214,0.0735214,0.0735214,-0.073521,0.0,0.0,0.0735214,0.0,0.0,-0.073521,0.0,0.0,0.0,-0.147042,0.0,0.1470429,0.0,0.0,-0.073521,0.0735214,0.0735214,-0.073521,-0.073521,-0.073521,0.0,-0.073521,-0.073521,0.0,0.0,0.0,0.0,0.0735214,0.0,0.0,0.0,0.0735214,0.0735214,0.1470429,-0.073521,0.0735214,-0.073521,0.0,0.0,0.0,0.0,0.0735214,0.0,0.0,0.0,0.0735214,0.0,0.0,-0.073521,0.0,0.0735214,0.1470429,-0.147042,0.0735214,-0.073521,0.0,0.1470429,0.0735214,-0.220564,0.1470429,0.0,-0.147042,-0.147042,-0.073521,0.0735214,0.0,-0.147042,-0.073521,0.0735214,-0.073521,0.0735214,0.0,-0.073521,-0.147042,-0.073521,0.0,0.0735214,0.0735214,0.0735214,-0.220564,0.0,0.0735214,0.0735214,0.0,-0.220564
PolitiFact_Fake_10	-0.059761,0.0,0.0597614,0.1195228,-0.059761,0.0,-0.059761,0.0,0.0,-0.119522,0.0597614,-0.059761,-0.059761,-0.059761,0.0,0.0,0.0,0.0,-0.179284,0.0,0.0,0.0597614,0.0,0.0,0.0597614,-0.059761,0.0,0.0,0.0,-0.119522,-0.119522,-0.059761,0.1792842,-0.059761,0.0597614,0.0,-0.119522,0.1195228,0.0,-0.119522,-0.059761,-0.059761,0.0,0.1792842,0.0,0.0,-0.059761,0.0597614,-0.059761,-0.059761,0.0,0.0597614,0.1792842,0.0597614,0.0,0.0597614,0.0,0.1792842,-0.119522,0.0,0.0597614,0.1792842,-0.059761,0.0,0.0,0.1792842,0.0,0.0,-0.059761,0.0,0.2390457,-0.298807,0.1195228,-0.059761,0.1195228,0.1195228,0.0,0.0,-0.119522,0.0,0.0597614,0.0,0.1195228,0.0,-0.119522,-0.179284,-0.119522,0.0597614,-0.059761,0.0597614,0.0,0.1195228,0.0597614,0.0,0.0,0.0,0.1195228,0.0597614,0.0597614,0.0597614,0.0597614,-0.059761,0.0,0.0,0.1792842,0.0,0.0,0.0,0.1195228,0.0,0.0597614,0.0,-0.119522,0.0597614,-0.119522,-0.119522,0.0,0.0,-0.059761,0.0,0.0,0.0,-0.119522,0.0597614,0.2988071,0.1195228,0.0,0.0
PolitiFact_Fake_100	-0.146647,-0.073323,-0.146647,0.0,0.0733235,0.0,-0.073323,-0.073323,0.0,-0.073323,0.0,0.0,0.0,0.0,0.0,0.0,-0.073323,0.0,0.0,-0.073323,0.0733235,0.0,0.0733235,0.0733235,-0.146647,0.0,0.0,0.0,0.0733235,-0.219970,0.0,0.0733235,-0.146647,-0.073323,0.1466471,-0.073323,0.1466471,-0.073323,0.0733235,0.0733235,0.2932942,0.0733235,0.0,0.0733235,0.0,0.0733235,0.0,0.0733235,0.1466471,0.0,-0.146647,0.0,0.0733235,-0.073323,-0.146647,0.0733235,-0.073323,0.0,0.1466471,0.0,0.0,0.0,0.0,0.1466471,0.2199706,0.0,-0.146647,-0.073323,-0.073323,-0.073323,-0.073323,0.0733235,-0.073323,0.0733235,0.0733235,0.0733235,0.0,-0.073323,0.0,0.0,0.1466471,-0.073323,-0.073323,0.0,0.0,0.0733235,-0.073323,0.0733235,0.0733235,0.0,-0.073323,-0.073323,0.0,-0.146647,0.0,0.0,0.0,0.2199706,-0.073323,0.0733235,0.0,0.0733235,0.0733235,0.0733235,-0.073323,0.0,0.1466471,0.0733235,-0.073323,0.0,-0.073323,0.0,0.2199706,0.1466471,0.0,0.0733235,0.0,0.0,-0.073323,-0.073323,0.0,0.0733235,0.0,0.2199706,0.1466471,0.0,0.0733235,0.0
PolitiFact_Fake_101	-0.167836,0.0839181,-0.083918,-0.083918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0839181,0.0,-0.083918,0.0,-0.083918,0.0839181,0.0,-0.251754,0.1678362,-0.083918,0.0839181,0.0839181,0.0,0.0,0.0,0.0,0.0,0.0839181,-0.083918,0.0839181,0.0839181,0.0,0.0839181,-0.083918,0.0,0.0839181,0.0,-0.083918,0.0,0.0,0.0839181,0.0,0.0,-0.083918,0.0,0.1678362,0.1678362,0.0,0.1678362,0.0,0.1678362,-0.083918,-0.083918,-0.083918,0.0,0.1678362,-0.083918,0.0,0.0,0.0,-0.083918,-0.083918,0.0,0.0,0.0,0.0,-0.083918,0.0839181,0.0,0.0,0.0,0.0,0.0839181,0.0,0.0,-0.083918,0.0,0.0,-0.083918,-0.083918,0.0839181,0.0,0.0,-0.167836,-0.167836,0.0839181,-0.167836,-0.251754,0.0839181,0.1678362,0.0,-0.083918,0.0,0.0,-0.167836,0.1678362,0.0,-0.083918,0.0,0.0,0.0,-0.167836,-0.167836,0.0,-0.251754,0.0839181,0.0,0.0839181,-0.083918,0.0839181,0.0839181,0.0,0.0,0.0,0.0,0.0839181,0.0,-0.083918,0.0839181,0.1678362,0.0,0.1678362,-0.083918,-0.083918,0.0,0.0
PolitiFact_Fake_102	-0.048795,0.0487950,0.0975900,0.0975900,0.0,-0.097590,-0.195180,-0.048795,0.0,0.0,-0.195180,0.0487950,0.0487950,-0.048795,0.0,0.0975900,-0.048795,-0.048795,-0.097590,-0.048795,-0.097590,0.0975900,-0.048795,-0.048795,-0.097590,-0.048795,0.0487950,0.0975900,0.0,-0.048795,-0.243975,-0.048795,0.0487950,-0.097590,0.0975900,-0.195180,0.0975900,0.0487950,-0.097590,0.0487950,-0.097590,0.0,0.0,0.0487950,-0.048795,0.0,0.0487950,0.0487950,0.0487950,-0.146385,-0.048795,-0.048795,0.0975900,0.0,-0.048795,-0.097590,-0.146385,0.0,0.0487950,-0.146385,-0.048795,0.0487950,-0.048795,0.1463850,-0.048795,0.0487950,-0.048795,-0.195180,-0.048795,-0.097590,0.1951800,0.0975900,0.0975900,-0.048795,0.0487950,-0.048795,-0.146385,-0.048795,0.1951800,0.0,0.0,0.0487950,0.0487950,0.1463850,0.0,0.0,0.1951800,-0.048795,0.0,0.0975900,0.0487950,0.0487950,-0.097590,0.0487950,-0.146385,-0.048795,-0.097590,-0.048795,-0.048795,0.0,0.0487950,-0.048795,0.0487950,0.1951800,0.0487950,0.0975900,-0.097590,0.0487950,0.0,0.0,0.1951800,-0.146385,0.0487950,-0.048795,0.0975900,-0.048795,-0.097590,0.0975900,0.0975900,0.0487950,0.0487950,0.0975900,0.0975900,0.0,0.0,-0.048795,0.0,-0.048795
PolitiFact_Fake_103	0.1054092,-0.105409,0.0,0.1054092,0.1054092,-0.105409,0.1054092,0.1054092,-0.105409,0.0,0.1054092,0.2108185,0.1054092,0.0,0.1054092,0.0,0.0,0.0,0.1054092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.105409,0.0,0.0,-0.105409,0.0,0.0,-0.105409,0.1054092,0.0,0.0,0.0,-0.105409,-0.105409,0.0,0.0,0.0,-0.105409,0.1054092,0.0,0.1054092,0.0,-0.105409,0.0,-0.105409,0.2108185,0.0,-0.105409,0.0,0.1054092,0.0,0.1054092,0.1054092,-0.105409,0.2108185,-0.105409,0.0,0.1054092,0.1054092,-0.105409,0.1054092,0.1054092,-0.105409,0.0,0.0,0.1054092,0.0,0.0,0.2108185,0.0,0.0,0.1054092,-0.105409,0.0,0.0,0.0,0.0,-0.105409,0.1054092,-0.105409,-0.105409,0.2108185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1054092,-0.105409,-0.105409,0.2108185,-0.105409,0.1054092,0.1054092,-0.105409,-0.105409,-0.105409,-0.105409,0.0,-0.105409,0.1054092,0.0,-0.210818,0.0,0.0,-0.105409,-0.105409,0.0,0.0,-0.105409,0.0,-0.105409,-0.105409,0.0,0.0,0.1054092,-0.105409,-0.105409,0.0
PolitiFact_Fake_104	0.0,-0.045980,-0.091960,-0.045980,0.0,-0.045980,-0.091960,0.0459800,-0.045980,0.0919600,0.0459800,-0.091960,-0.229900,-0.045980,0.0919600,-0.045980,-0.045980,-0.045980,0.0,0.0,0.0,0.1379401,0.0459800,0.0459800,-0.045980,-0.045980,0.0459800,0.2299002,0.0,0.0,-0.137940,0.0919600,0.0919600,-0.045980,0.1839201,0.0459800,0.0,0.0,0.0,0.0459800,0.2758802,-0.045980,-0.045980,-0.091960,-0.091960,0.0459800,-0.045980,0.0,0.0,-0.045980,-0.045980,0.0459800,0.0,0.0459800,0.0,-0.137940,0.0,0.0459800,-0.045980,0.0459800,0.0919600,0.0919600,0.1839201,0.0459800,-0.091960,0.1379401,0.1379401,0.0459800,0.0919600,0.0459800,-0.045980,0.0919600,-0.137940,-0.045980,0.0919600,-0.045980,0.0459800,-0.091960,-0.045980,-0.045980,0.0,0.0919600,0.0,0.0,-0.137940,0.0459800,0.0,0.0,0.0,0.0919600,0.0459800,-0.045980,-0.045980,0.1379401,0.0459800,0.0919600,-0.091960,-0.137940,0.0919600,0.0,0.1379401,-0.137940,0.0,0.1379401,0.1379401,0.0459800,-0.137940,0.0919600,0.0459800,0.0459800,0.1839201,-0.091960,-0.091960,-0.183920,0.0459800,0.1379401,0.0459800,0.0919600,0.0,0.0,0.0,0.0459800,0.1379401,0.0,-0.229900,-0.091960,-0.045980,0.0
PolitiFact_Fake_105	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178,-0.436435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.218217,0.2182178,0.0,0.0,0.0,-0.218217,0.0,0.0,0.0,0.0,0.2182178,0.0,0.0,-0.218217,0.0,0.0,0.0,0.0,0.2182178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.218217,0.2182178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.218217,0.0,0.2182178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178,0.2182178,0.0,0.0,0.0,0.2182178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.218217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.218217,-0.218217,0.0
PolitiFact_Fake_106	-0.143509,0.0956729,-0.047836,0.0,0.0478364,0.0478364,0.1435094,-0.047836,-0.095672,0.0,0.0,0.0,0.0,-0.143509,-0.047836,0.0478364,0.0478364,0.0478364,-0.143509,-0.047836,-0.047836,0.0478364,-0.047836,0.0478364,0.0478364,-0.143509,-0.047836,-0.047836,0.0956729,0.0,0.0,0.0478364,0.0478364,-0.047836,0.0,0.1435094,0.0478364,0.0,0.0,0.0478364,0.0478364,0.0478364,-0.191345,-0.143509,0.0956729,0.0478364,0.1435094,0.0,0.0478364,0.0,-0.095672,0.0956729,-0.047836,-0.143509,-0.191345,0.0,-0.095672,-0.095672,-0.047836,0.0,-0.047836,-0.095672,-0.047836,0.0478364,0.0478364,0.0478364,-0.047836,0.0,0.0,-0.095672,-0.191345,-0.095672,-0.095672,-0.095672,-0.047836,0.0956729,0.0,0.0478364,0.0956729,0.0478364,0.0478364,0.0,-0.143509,-0.047836,0.0956729,0.0478364,0.0478364,-0.047836,0.0956729,-0.095672,0.0,-0.047836,-0.143509,-0.095672,0.1913459,0.1435094,0.1913459,0.1913459,0.1913459,-0.047836,0.0478364,0.0478364,0.0,0.0478364,0.2870189,-0.047836,0.0956729,0.0,-0.047836,-0.095672,-0.095672,0.0478364,0.0956729,0.0478364,0.0478364,-0.095672,0.0956729,0.0,-0.095672,-0.143509,-0.047836,0.0478364,0.0,-0.143509,0.0,0.0478364,-0.047836,0.0956729
PolitiFact_Fake_107	0.0,0.1043991,-0.052199,-0.104399,0.2609978,-0.104399,0.0,-0.104399,0.0,-0.052199,0.0,-0.104399,0.0,0.0,-0.052199,-0.104399,0.1043991,-0.052199,0.0521995,0.0,0.1043991,-0.104399,0.1565987,0.0521995,0.0,0.0,-0.052199,0.1043991,0.0,-0.052199,0.1043991,0.0521995,-0.104399,-0.104399,0.0,-0.156598,-0.104399,0.1565987,0.0,0.0,0.0,0.0521995,0.0,-0.104399,0.0,0.1043991,0.0521995,0.1043991,-0.052199,-0.313197,-0.052199,-0.104399,0.0,0.1043991,0.0521995,0.0,0.0521995,0.0,0.0,-0.052199,0.0,0.0,-0.104399,0.0,0.0,0.0521995,-0.104399,0.0521995,0.1565987,0.0521995,-0.052199,0.0521995,-0.052199,0.0521995,0.0521995,-0.104399,-0.208798,-0.104399,-0.156598,0.0521995,0.0521995,-0.052199,0.0521995,-0.052199,0.0,0.0,0.0,0.0521995,0.0521995,-0.052199,-0.104399,0.1043991,0.0521995,0.0,0.0,-0.052199,-0.104399,0.1043991,0.2087983,-0.104399,0.1043991,-0.156598,0.1043991,0.1043991,0.0,-0.104399,0.0521995,-0.052199,0.0,-0.104399,-0.052199,0.0,0.0521995,0.0,-0.052199,0.0521995,0.3131974,-0.052199,-0.104399,0.0,0.0521995,0.0,0.0,-0.104399,0.0521995,0.0,0.0521995,0.0
PolitiFact_Fake_108	0.0,0.0,0.0547175,-0.054717,-0.109435,0.1094351,0.0,-0.109435,0.0,0.0,0.0,0.0547175,0.0547175,0.0547175,-0.054717,-0.054717,0.0,0.0,-0.054717,-0.054717,0.0,-0.054717,0.0547175,-0.054717,0.1641526,-0.164152,0.1094351,0.1094351,0.1094351,0.1094351,0.0,0.0,-0.109435,0.0,0.2188702,0.0,0.0547175,0.0,-0.054717,-0.109435,0.0547175,0.0,-0.109435,-0.328305,0.1094351,-0.109435,0.0,0.0,0.1094351,-0.109435,-0.109435,-0.054717,-0.164152,-0.054717,-0.109435,0.0547175,0.0547175,0.0,0.0547175,0.0,0.0,-0.109435,0.0,0.0547175,0.0547175,-0.054717,0.0547175,-0.054717,0.0,0.0547175,0.0,-0.054717,0.1094351,0.1641526,-0.109435,0.1094351,0.0547175,0.1094351,0.1094351,0.0547175,-0.054717,-0.054717,0.0547175,-0.054717,0.0547175,0.0,-0.054717,0.0,0.0,0.0,-0.164152,0.0547175,0.0,0.0,0.0547175,0.0547175,0.0547175,0.0547175,0.0547175,0.0547175,0.0547175,0.0547175,0.0547175,-0.109435,0.1094351,0.0,-0.054717,-0.109435,-0.218870,0.1094351,-0.054717,-0.109435,0.0,-0.109435,-0.109435,-0.054717,0.0547175,0.1094351,0.0,-0.109435,0.3283053,0.0,0.0,0.0547175,0.0,0.0547175,0.1641526,-0.054717
